v,q,g,m,g_rev,mom,calmar,cagr,mdd,sharpe,sortino
10,15,40,35,0.3,12m-1m,1.096,58.12,53.05,1.297,1.932
5,5,30,60,0.7,6m,1.096,44.68,40.75,1.112,1.599
5,0,50,45,0.7,6m-1m,1.096,50.59,46.14,1.179,1.749
15,15,30,40,0.9,12m-1m,1.095,45.4,41.47,1.137,1.644
10,0,40,50,0.8,6m-1m,1.095,42.29,38.62,1.07,1.554
5,10,25,60,0.6,6m-1m,1.095,38.84,35.47,1.024,1.408
5,15,35,45,0.4,6m-1m,1.095,47.74,43.59,1.15,1.732
0,0,50,50,0.6,6m,1.095,49.58,45.26,1.186,1.747
5,15,35,45,0.3,6m,1.094,57.34,52.4,1.283,1.93
0,5,55,40,0.3,6m-1m,1.094,53.26,48.7,1.227,1.899
0,15,25,60,0.8,6m,1.094,40.9,37.38,1.059,1.493
5,5,50,40,0.5,6m-1m,1.094,47.48,43.38,1.138,1.712
15,20,20,45,0.7,12m,1.094,47.46,43.36,1.176,1.677
10,25,15,50,0.8,12m,1.094,40.81,37.31,1.066,1.544
25,20,15,40,0.4,12m,1.094,40.05,36.6,1.068,1.507
5,25,15,55,0.6,12m,1.094,44.66,40.84,1.131,1.663
10,5,50,35,0.6,12m,1.094,56.35,51.52,1.269,1.959
0,20,25,55,0.4,6m,1.094,40.08,36.64,1.034,1.513
5,0,45,50,1.0,6m,1.094,49.23,45.02,1.182,1.705
5,20,20,55,0.6,12m-1m,1.094,39.2,35.82,1.024,1.457
20,5,50,25,0.3,12m-1m,1.094,50.08,45.79,1.2,1.785
0,5,35,60,0.7,12m-1m,1.093,48.69,44.56,1.172,1.675
10,25,15,50,0.4,12m,1.093,40.26,36.85,1.06,1.536
0,5,35,60,0.9,12m-1m,1.093,46.24,42.31,1.124,1.545
25,10,40,25,0.3,12m-1m,1.093,43.27,39.58,1.101,1.632
10,15,20,55,0.4,12m,1.092,42.49,38.91,1.08,1.5
5,5,70,20,0.6,12m,1.092,53.97,49.41,1.213,1.824
15,15,30,40,0.8,12m-1m,1.092,44.25,40.53,1.113,1.63
0,15,30,55,0.5,6m,1.092,44.17,40.44,1.092,1.564
10,25,25,40,0.6,12m,1.092,50.42,46.16,1.186,1.798
0,20,20,60,0.3,12m-1m,1.092,41.99,38.44,1.076,1.582
15,20,15,50,0.9,6m-1m,1.091,45.08,41.31,1.144,1.63
20,5,50,25,0.3,12m,1.091,49.4,45.28,1.177,1.744
10,20,20,50,0.9,6m-1m,1.091,39.36,36.07,1.024,1.436
5,35,10,50,0.3,6m,1.091,40.99,37.58,1.074,1.55
15,10,40,35,0.7,6m-1m,1.091,47.88,43.87,1.159,1.695
20,5,20,55,0.9,6m,1.091,45.25,41.46,1.125,1.55
10,15,20,55,0.4,12m-1m,1.091,41.14,37.69,1.079,1.512
15,10,40,35,0.5,6m-1m,1.091,43.6,39.97,1.093,1.581
5,20,20,55,0.9,6m,1.091,40.98,37.58,1.059,1.486
10,0,40,50,0.5,12m-1m,1.091,46.52,42.64,1.14,1.561
5,5,45,45,1.0,6m,1.09,49.78,45.69,1.18,1.725
15,5,35,45,0.4,12m-1m,1.09,45.23,41.49,1.118,1.586
5,0,65,30,0.3,12m-1m,1.09,52.77,48.4,1.197,1.899
20,0,50,30,0.9,12m-1m,1.09,45.68,41.89,1.134,1.703
15,30,5,50,0.8,6m,1.09,41.58,38.16,1.103,1.57
15,10,35,40,0.6,12m-1m,1.09,44.68,41.0,1.107,1.616
0,15,45,40,0.5,6m,1.09,48.81,44.78,1.159,1.741
10,35,10,45,0.8,6m,1.09,42.67,39.15,1.097,1.601
20,10,40,30,0.4,12m-1m,1.09,45.29,41.56,1.11,1.623
20,15,30,35,0.5,6m-1m,1.09,41.45,38.02,1.061,1.501
0,40,10,50,1.0,12m,1.09,38.23,35.08,1.033,1.544
15,30,10,45,1.0,12m-1m,1.09,36.48,33.47,1.02,1.468
20,10,15,55,1.0,6m,1.09,43.01,39.44,1.103,1.507
10,10,25,55,0.9,6m,1.09,41.76,38.3,1.062,1.454
20,10,35,35,1.0,12m,1.09,46.72,42.85,1.139,1.66
0,15,45,40,1.0,6m,1.09,47.79,43.85,1.142,1.667
0,5,45,50,0.5,12m,1.089,49.19,45.17,1.17,1.697
10,15,25,50,0.7,12m,1.089,45.58,41.87,1.116,1.591
10,35,15,40,1.0,6m-1m,1.089,41.97,38.55,1.103,1.565
5,25,30,40,1.0,6m-1m,1.089,42.99,39.46,1.077,1.558
10,15,15,60,0.3,6m-1m,1.089,43.27,39.74,1.114,1.539
25,5,35,35,0.6,12m,1.089,46.13,42.37,1.125,1.656
0,5,55,40,0.6,12m-1m,1.089,48.92,44.93,1.157,1.768
15,0,55,30,0.6,12m,1.089,53.2,48.86,1.233,1.872
0,5,45,50,1.0,12m-1m,1.089,45.13,41.44,1.12,1.643
10,20,30,40,0.3,6m-1m,1.089,53.16,48.8,1.233,1.826
5,20,35,40,0.9,12m,1.088,43.68,40.13,1.072,1.584
0,15,25,60,1.0,12m-1m,1.088,41.32,37.99,1.058,1.447
20,0,45,35,0.3,6m,1.088,47.97,44.1,1.167,1.718
10,5,30,55,0.8,12m,1.088,48.08,44.19,1.175,1.629
0,30,15,55,0.5,12m,1.088,46.36,42.61,1.172,1.729
20,10,35,35,0.4,12m,1.088,56.5,51.93,1.28,1.965
10,0,50,40,0.7,6m-1m,1.088,47.86,43.98,1.153,1.691
5,10,35,50,0.5,12m,1.088,45.11,41.44,1.117,1.563
0,10,35,55,0.8,12m,1.088,45.1,41.45,1.124,1.606
15,5,40,40,0.4,12m-1m,1.088,46.96,43.17,1.151,1.736
15,20,35,30,0.4,6m-1m,1.088,51.37,47.23,1.194,1.72
5,5,50,40,0.3,12m-1m,1.088,54.05,49.69,1.243,1.878
0,15,35,50,0.4,12m,1.088,48.14,44.25,1.161,1.718
15,0,55,30,0.6,12m-1m,1.088,50.92,46.81,1.21,1.861
15,5,45,35,0.6,6m,1.087,46.5,42.76,1.132,1.687
0,0,55,45,0.5,12m,1.087,54.84,50.46,1.233,1.762
15,15,15,55,0.5,6m,1.087,45.34,41.7,1.144,1.629
10,10,55,25,0.8,12m,1.087,53.1,48.87,1.209,1.787
10,15,45,30,0.3,12m,1.087,61.28,56.4,1.324,2.025
10,35,5,50,0.3,12m,1.087,42.22,38.84,1.106,1.634
15,30,15,40,0.9,6m,1.087,53.17,48.9,1.272,1.796
5,10,30,55,0.8,6m,1.087,46.17,42.47,1.126,1.608
25,10,25,40,0.6,12m-1m,1.087,39.47,36.31,1.044,1.457
5,0,35,60,0.4,12m-1m,1.087,51.14,47.04,1.223,1.747
15,5,25,55,0.8,12m,1.087,41.18,37.88,1.071,1.53
0,15,45,40,0.4,12m,1.086,58.29,53.68,1.285,1.99
0,25,20,55,0.9,6m-1m,1.086,40.42,37.2,1.047,1.482
15,5,25,55,0.9,12m,1.086,43.18,39.77,1.106,1.56
10,15,45,30,0.8,6m-1m,1.086,49.39,45.47,1.177,1.762
0,5,35,60,0.5,12m-1m,1.086,43.68,40.22,1.098,1.543
20,5,25,50,0.3,12m,1.086,45.56,41.95,1.14,1.613
0,20,25,55,0.9,6m-1m,1.086,40.21,37.03,1.036,1.428
0,5,65,30,0.8,12m,1.086,54.75,50.42,1.224,1.861
10,15,25,50,0.9,12m,1.086,43.63,40.19,1.103,1.617
5,15,50,30,0.7,6m,1.086,51.11,47.08,1.192,1.799
10,0,45,45,0.7,12m,1.086,48.97,45.11,1.158,1.7
10,15,40,35,0.8,6m,1.085,49.68,45.8,1.173,1.771
0,20,40,40,0.5,12m,1.085,45.32,41.78,1.089,1.647
5,0,60,35,0.9,12m,1.085,51.24,47.23,1.181,1.739
0,20,45,35,0.8,12m,1.085,49.3,45.45,1.146,1.757
20,15,30,35,0.7,12m,1.085,55.18,50.86,1.272,1.847
10,5,25,60,0.4,12m,1.085,44.87,41.35,1.106,1.568
5,5,50,40,0.5,12m,1.085,48.34,44.55,1.137,1.733
10,5,45,40,0.7,12m-1m,1.085,48.41,44.61,1.152,1.735
0,15,30,55,1.0,6m,1.085,38.33,35.33,0.997,1.408
0,20,25,55,0.5,12m,1.084,42.49,39.2,1.085,1.578
20,0,35,45,0.6,12m-1m,1.084,45.2,41.69,1.126,1.576
5,20,30,45,0.5,6m,1.084,46.0,42.45,1.139,1.712
5,20,30,45,0.7,12m-1m,1.084,45.92,42.38,1.115,1.642
5,25,15,55,0.7,12m,1.084,41.91,38.67,1.076,1.522
0,0,45,55,0.3,6m,1.084,50.49,46.59,1.192,1.782
15,10,30,45,0.5,6m-1m,1.084,45.55,42.01,1.131,1.569
5,5,30,60,0.6,12m-1m,1.084,46.48,42.88,1.143,1.61
20,5,30,45,0.7,12m,1.084,41.49,38.27,1.053,1.412
25,15,25,35,0.9,12m,1.084,36.73,33.89,0.982,1.397
20,20,20,40,0.6,12m-1m,1.084,40.16,37.05,1.064,1.537
0,0,60,40,0.5,12m,1.083,53.22,49.15,1.214,1.834
0,20,20,60,0.4,12m,1.083,42.69,39.42,1.093,1.634
5,5,65,25,0.6,6m-1m,1.083,47.64,44.0,1.128,1.661
0,15,55,30,0.9,12m,1.083,49.86,46.03,1.17,1.736
15,10,40,35,0.3,6m,1.083,48.39,44.69,1.156,1.665
5,25,20,50,0.6,12m,1.083,44.72,41.3,1.107,1.672
5,10,45,40,0.7,12m,1.083,48.48,44.75,1.134,1.7
10,10,25,55,0.7,12m,1.082,44.23,40.89,1.107,1.566
5,25,35,35,0.7,12m-1m,1.082,45.44,41.99,1.109,1.696
10,15,45,30,0.4,12m,1.082,55.11,50.91,1.234,1.869
0,5,65,30,0.4,12m-1m,1.082,53.18,49.14,1.206,1.814
5,20,25,50,0.5,12m,1.082,43.42,40.14,1.091,1.534
5,20,30,45,0.4,12m-1m,1.082,50.62,46.81,1.193,1.83
0,25,40,35,0.5,12m-1m,1.082,47.48,43.89,1.126,1.719
5,15,30,50,0.6,12m,1.082,49.22,45.5,1.177,1.704
5,15,50,30,0.3,12m-1m,1.082,54.86,50.69,1.25,1.925
5,25,15,55,0.7,6m-1m,1.081,40.4,37.38,1.059,1.507
25,5,55,15,0.3,6m,1.081,44.93,41.58,1.122,1.633
20,10,25,45,0.6,12m-1m,1.081,42.33,39.15,1.102,1.541
10,5,40,45,0.9,6m,1.081,52.15,48.25,1.22,1.776
5,15,50,30,0.6,6m-1m,1.081,50.24,46.47,1.17,1.744
20,20,20,40,0.6,6m,1.081,38.22,35.35,1.008,1.42
10,10,55,25,0.7,12m,1.081,57.17,52.89,1.264,1.886
0,20,35,45,0.4,12m-1m,1.081,52.31,48.4,1.205,1.841
0,15,45,40,0.5,6m-1m,1.081,47.2,43.66,1.139,1.677
5,20,25,50,0.5,6m,1.081,40.89,37.82,1.047,1.485
0,10,35,55,0.4,12m-1m,1.081,49.43,45.71,1.186,1.762
10,5,50,35,0.4,12m-1m,1.08,54.46,50.41,1.248,1.916
0,5,55,40,0.3,12m,1.08,54.12,50.1,1.227,1.903
15,15,40,30,1.0,12m-1m,1.08,44.95,41.62,1.112,1.671
10,35,15,40,0.7,6m-1m,1.08,41.22,38.16,1.081,1.579
15,10,40,35,0.6,6m,1.08,46.59,43.15,1.139,1.705
5,15,45,35,0.3,12m-1m,1.08,56.71,52.52,1.264,1.906
10,30,10,50,0.9,6m,1.08,44.93,41.6,1.15,1.685
10,15,30,45,0.6,12m-1m,1.08,43.63,40.41,1.094,1.586
5,20,45,30,0.6,12m-1m,1.08,48.41,44.83,1.15,1.735
5,10,25,60,0.4,12m-1m,1.08,43.49,40.27,1.109,1.55
15,0,50,35,0.8,12m,1.08,51.21,47.42,1.199,1.769
0,35,5,60,0.5,6m,1.08,37.38,34.6,1.019,1.458
10,5,30,55,0.3,12m-1m,1.079,48.16,44.61,1.178,1.658
10,15,20,55,0.8,6m,1.079,42.84,39.69,1.094,1.518
0,0,50,50,0.7,12m-1m,1.079,48.04,44.52,1.144,1.687
10,20,15,55,0.4,12m-1m,1.079,38.88,36.02,1.041,1.443
5,25,35,35,0.8,12m,1.079,46.69,43.27,1.116,1.733
5,30,10,55,1.0,12m,1.079,45.28,41.95,1.158,1.658
0,35,10,55,0.5,6m-1m,1.079,41.86,38.79,1.096,1.595
10,15,40,35,0.8,12m,1.079,49.8,46.17,1.165,1.756
20,20,15,45,0.7,12m,1.079,40.56,37.59,1.065,1.474
10,30,15,45,0.8,12m,1.078,41.98,38.93,1.086,1.57
10,10,35,45,0.6,12m-1m,1.078,44.83,41.59,1.107,1.602
5,35,15,45,0.5,12m,1.078,41.97,38.95,1.084,1.628
20,5,45,30,0.5,12m-1m,1.078,44.13,40.92,1.107,1.653
15,5,65,15,0.4,12m,1.078,51.64,47.92,1.202,1.784
15,0,65,20,0.6,12m,1.078,55.62,51.6,1.259,1.915
10,10,55,25,0.5,6m-1m,1.078,50.31,46.68,1.189,1.794
15,15,30,40,0.5,6m,1.078,42.98,39.89,1.082,1.559
15,5,20,60,0.3,12m-1m,1.078,44.07,40.89,1.131,1.606
5,15,40,40,0.4,12m-1m,1.077,50.59,46.99,1.182,1.806
10,20,20,50,0.3,6m,1.077,38.64,35.88,1.028,1.485
0,35,5,60,0.9,6m-1m,1.077,39.82,36.97,1.072,1.546
5,15,50,30,0.9,12m,1.077,52.74,48.99,1.217,1.805
10,0,50,40,1.0,12m-1m,1.077,46.93,43.57,1.139,1.686
0,0,55,45,0.9,6m-1m,1.077,48.67,45.19,1.161,1.762
20,5,35,40,0.5,6m-1m,1.077,40.28,37.39,1.056,1.502
10,30,10,50,0.4,6m-1m,1.077,43.56,40.43,1.146,1.679
15,10,45,30,0.7,6m-1m,1.077,47.52,44.11,1.157,1.763
10,0,40,50,0.4,6m-1m,1.077,44.78,41.59,1.123,1.625
5,5,60,30,0.6,6m-1m,1.077,47.35,43.97,1.122,1.66
0,20,30,50,0.4,12m-1m,1.076,45.45,42.23,1.115,1.685
5,35,15,45,0.9,12m,1.076,39.94,37.11,1.042,1.56
15,15,45,25,0.7,6m-1m,1.076,42.55,39.53,1.072,1.597
20,0,55,25,0.9,12m,1.076,50.99,47.4,1.212,1.773
25,15,10,50,0.6,12m-1m,1.076,33.82,31.44,0.982,1.317
0,15,30,55,0.7,12m-1m,1.075,41.57,38.68,1.061,1.555
20,30,10,40,0.9,12m,1.075,38.39,35.72,1.043,1.477
5,20,20,55,1.0,12m,1.075,42.45,39.5,1.081,1.506
5,5,45,45,0.5,6m-1m,1.075,43.19,40.17,1.081,1.586
5,20,20,55,0.4,12m-1m,1.075,39.35,36.61,1.047,1.511
0,15,35,50,0.9,6m,1.075,44.15,41.07,1.09,1.602
5,5,50,40,0.7,12m-1m,1.075,47.58,44.26,1.13,1.664
0,40,10,50,0.5,12m,1.075,41.93,39.01,1.09,1.616
15,25,20,40,0.5,6m-1m,1.075,40.98,38.12,1.082,1.564
20,5,20,55,1.0,6m-1m,1.075,45.32,42.17,1.144,1.553
10,20,30,40,0.8,6m-1m,1.075,43.84,40.79,1.085,1.57
5,25,35,35,1.0,12m,1.075,47.43,44.12,1.128,1.669
5,5,60,30,0.7,6m,1.075,50.42,46.91,1.185,1.832
10,5,25,60,0.8,6m-1m,1.075,41.13,38.25,1.048,1.445
0,5,60,35,0.3,6m,1.074,57.44,53.51,1.283,2.027
0,25,20,55,0.9,12m-1m,1.074,43.4,40.4,1.089,1.563
5,5,35,55,0.5,6m-1m,1.074,43.81,40.77,1.098,1.551
0,15,25,60,0.8,12m-1m,1.074,42.07,39.19,1.071,1.547
15,5,50,30,0.6,6m,1.074,48.88,45.49,1.159,1.679
5,30,15,50,0.7,12m,1.074,42.14,39.25,1.093,1.565
5,20,30,45,0.6,12m-1m,1.074,51.17,47.63,1.21,1.857
10,10,40,40,0.7,12m,1.074,49.49,46.07,1.15,1.707
0,15,45,40,0.6,6m-1m,1.074,54.91,51.15,1.243,1.913
10,10,30,50,0.9,12m,1.074,43.23,40.26,1.085,1.502
0,5,75,20,0.5,12m,1.073,52.06,48.49,1.183,1.731
20,5,25,50,0.5,12m-1m,1.073,41.0,38.2,1.084,1.523
0,15,50,35,0.4,12m,1.073,59.35,55.34,1.285,2.039
15,0,35,50,0.5,12m,1.073,41.2,38.41,1.055,1.471
20,10,30,40,0.4,12m-1m,1.073,40.94,38.16,1.061,1.521
15,30,5,50,0.9,6m,1.073,40.83,38.06,1.079,1.518
10,0,60,30,0.3,12m,1.073,52.64,49.07,1.207,1.883
25,10,15,50,0.6,6m,1.073,38.32,35.73,1.019,1.371
0,20,35,45,0.7,12m-1m,1.073,46.82,43.63,1.119,1.731
10,10,30,50,0.7,6m-1m,1.073,44.78,41.72,1.12,1.613
0,15,45,40,0.7,6m,1.073,51.47,47.96,1.196,1.768
5,15,50,30,0.6,12m,1.072,47.17,44.0,1.132,1.748
25,10,20,45,0.6,12m,1.072,41.12,38.37,1.075,1.518
5,35,10,50,0.5,6m,1.072,39.34,36.71,1.045,1.516
0,25,45,30,0.9,12m,1.072,48.67,45.39,1.152,1.709
5,5,45,45,0.9,12m-1m,1.072,46.96,43.82,1.137,1.687
20,30,10,40,0.8,6m,1.072,41.14,38.36,1.084,1.528
0,0,50,50,0.6,12m-1m,1.072,49.7,46.37,1.16,1.692
5,10,35,50,1.0,12m,1.072,48.72,45.42,1.182,1.714
0,15,50,35,1.0,6m,1.072,48.24,44.99,1.14,1.674
10,30,15,45,0.9,6m,1.072,44.72,41.74,1.143,1.648
5,30,15,50,0.8,6m-1m,1.072,44.03,41.07,1.131,1.618
0,30,40,30,1.0,12m,1.071,51.42,48.0,1.191,1.781
10,0,50,40,0.6,12m-1m,1.071,48.0,44.82,1.157,1.759
15,10,25,50,0.4,6m-1m,1.071,41.21,38.47,1.053,1.467
15,10,25,50,1.0,6m-1m,1.071,45.94,42.9,1.141,1.642
10,5,45,40,0.3,6m,1.071,48.14,44.97,1.149,1.686
5,20,45,30,0.4,12m-1m,1.071,55.76,52.04,1.247,1.911
20,5,20,55,0.7,6m-1m,1.071,44.44,41.48,1.116,1.491
5,0,55,40,0.3,6m-1m,1.071,54.83,51.18,1.255,1.917
0,25,30,45,0.4,6m-1m,1.07,47.26,44.17,1.134,1.664
25,0,50,25,0.7,6m,1.07,47.27,44.18,1.15,1.683
20,5,35,40,0.8,12m-1m,1.07,45.44,42.47,1.136,1.598
20,5,20,55,0.4,12m,1.07,44.89,41.96,1.143,1.591
20,10,30,40,0.8,12m,1.07,49.04,45.82,1.194,1.739
20,10,25,45,0.5,12m-1m,1.07,44.62,41.69,1.147,1.602
20,10,30,40,0.5,12m,1.07,41.97,39.23,1.082,1.527
25,15,10,50,0.4,12m-1m,1.069,35.58,33.28,1.002,1.285
20,20,30,30,0.5,12m,1.069,43.77,40.94,1.109,1.639
10,15,45,30,0.5,12m,1.069,45.44,42.49,1.1,1.634
5,15,45,35,0.9,12m-1m,1.069,39.6,37.03,1.013,1.505
10,25,30,35,0.5,6m-1m,1.069,44.91,42.01,1.114,1.615
10,10,25,55,0.8,6m-1m,1.069,41.08,38.44,1.056,1.489
15,20,30,35,1.0,6m-1m,1.069,40.83,38.2,1.041,1.489
0,15,45,40,0.3,12m,1.069,56.14,52.5,1.248,1.934
10,10,25,55,0.7,6m-1m,1.069,37.47,35.07,0.999,1.425
10,25,15,50,0.3,12m,1.069,41.54,38.84,1.094,1.6
25,20,10,45,0.9,12m,1.069,38.12,35.68,1.042,1.419
10,15,25,50,1.0,6m-1m,1.069,47.4,44.35,1.175,1.686
15,25,15,45,0.9,12m,1.068,46.14,43.22,1.161,1.606
0,40,10,50,0.7,12m,1.068,41.65,39.01,1.082,1.614
5,10,35,50,0.9,6m,1.068,44.46,41.62,1.108,1.597
5,30,5,60,0.4,6m-1m,1.068,35.54,33.28,0.996,1.452
0,20,40,40,0.5,12m-1m,1.068,44.8,41.94,1.09,1.666
0,25,35,40,0.3,12m,1.068,53.47,50.08,1.204,1.831
10,5,25,60,0.6,12m-1m,1.068,42.6,39.9,1.098,1.541
5,10,45,40,0.6,6m,1.068,52.89,49.52,1.226,1.846
0,15,30,55,0.3,6m,1.068,46.0,43.07,1.122,1.696
0,20,30,50,0.6,6m-1m,1.068,45.19,42.31,1.128,1.618
5,0,40,55,0.4,12m,1.068,52.91,49.54,1.218,1.742
5,0,40,55,0.9,6m-1m,1.068,42.09,39.41,1.071,1.531
10,5,30,55,0.4,6m-1m,1.068,41.35,38.71,1.07,1.532
5,20,15,60,0.5,6m-1m,1.068,42.57,39.86,1.104,1.574
15,35,10,40,0.7,12m,1.068,39.64,37.11,1.06,1.574
0,15,50,35,0.9,12m-1m,1.068,47.29,44.29,1.128,1.668
5,0,55,40,0.3,12m-1m,1.068,51.47,48.21,1.192,1.832
15,5,20,60,0.3,6m-1m,1.067,43.68,40.94,1.111,1.503
0,10,60,30,0.5,6m,1.067,49.8,46.69,1.173,1.799
0,30,20,50,0.5,12m,1.067,45.51,42.64,1.153,1.717
20,20,10,50,0.3,6m,1.067,41.45,38.85,1.085,1.514
5,15,40,40,0.9,12m-1m,1.067,45.28,42.42,1.106,1.617
5,10,45,40,0.9,12m-1m,1.067,45.08,42.24,1.109,1.666
5,15,20,60,0.3,12m,1.067,42.37,39.71,1.085,1.527
15,5,55,25,0.6,6m-1m,1.067,46.77,43.84,1.132,1.691
0,15,35,50,0.6,12m-1m,1.066,49.09,46.04,1.173,1.768
5,5,35,55,0.5,6m,1.066,44.18,41.46,1.106,1.595
5,35,15,45,0.7,12m,1.066,41.14,38.59,1.053,1.569
20,5,30,45,0.3,12m,1.066,46.45,43.59,1.141,1.602
10,5,35,50,0.6,6m,1.066,49.68,46.59,1.181,1.776
20,25,10,45,0.6,6m,1.066,38.26,35.89,1.021,1.434
5,5,45,45,0.7,12m,1.066,47.13,44.23,1.12,1.663
5,30,5,60,0.7,6m,1.066,37.98,35.62,1.036,1.476
5,30,5,60,0.6,6m,1.066,38.67,36.28,1.05,1.53
20,15,15,50,0.8,12m-1m,1.066,39.49,37.03,1.077,1.483
15,0,50,35,0.3,6m,1.066,49.44,46.4,1.178,1.747
5,30,10,55,0.4,12m-1m,1.065,36.65,34.42,1.011,1.469
20,5,20,55,0.9,12m-1m,1.065,42.35,39.76,1.122,1.583
5,20,20,55,0.3,12m,1.065,43.64,40.99,1.111,1.614
10,0,50,40,0.6,12m,1.065,53.58,50.3,1.219,1.836
15,10,15,60,0.7,6m-1m,1.065,43.55,40.88,1.107,1.489
15,5,35,45,0.8,6m-1m,1.065,37.61,35.32,0.998,1.413
10,15,50,25,0.7,12m-1m,1.065,47.22,44.32,1.128,1.706
15,10,20,55,0.8,12m,1.065,41.64,39.09,1.083,1.506
0,5,50,45,0.7,12m,1.065,47.58,44.68,1.121,1.671
5,30,10,55,0.5,12m,1.064,43.36,40.75,1.118,1.638
10,5,65,20,0.4,12m-1m,1.064,55.2,51.87,1.235,1.863
10,10,30,50,0.8,6m,1.064,50.55,47.51,1.2,1.728
5,5,60,30,0.3,6m,1.064,50.05,47.04,1.169,1.826
15,5,50,30,0.9,12m,1.064,52.9,49.72,1.217,1.795
15,10,40,35,0.8,12m,1.064,54.03,50.79,1.242,1.882
15,0,45,40,0.3,6m-1m,1.064,47.46,44.62,1.158,1.707
20,10,35,35,0.3,12m,1.064,55.66,52.3,1.261,1.894
0,10,35,55,0.3,6m,1.064,45.61,42.86,1.126,1.687
0,20,45,35,1.0,6m-1m,1.064,49.46,46.47,1.157,1.683
0,15,55,30,0.5,6m-1m,1.064,47.55,44.69,1.127,1.705
5,20,25,50,0.7,6m,1.064,42.16,39.63,1.071,1.588
5,10,45,40,0.5,6m-1m,1.064,45.11,42.38,1.109,1.646
0,20,40,40,0.3,12m-1m,1.064,51.64,48.54,1.176,1.745
20,30,15,35,0.8,12m,1.064,40.07,37.67,1.068,1.501
5,30,10,55,0.3,12m-1m,1.064,36.15,33.97,1.005,1.466
0,20,30,50,1.0,12m-1m,1.063,43.32,40.75,1.092,1.596
15,30,5,50,0.6,6m,1.063,43.39,40.82,1.137,1.618
20,0,20,60,1.0,12m,1.063,36.38,34.23,0.982,1.343
10,10,30,50,0.5,12m,1.063,43.33,40.78,1.089,1.548
20,5,35,40,0.9,12m,1.063,49.92,46.96,1.188,1.731
10,5,60,25,0.4,6m,1.063,51.74,48.68,1.179,1.681
0,25,35,40,0.8,6m,1.063,48.08,45.24,1.141,1.734
20,25,10,45,1.0,12m,1.063,39.57,37.23,1.059,1.483
0,5,55,40,0.9,12m,1.063,49.05,46.15,1.139,1.663
15,10,45,30,0.6,6m-1m,1.063,44.94,42.27,1.109,1.644
0,15,25,60,0.3,12m,1.063,44.2,41.57,1.112,1.643
20,5,25,50,0.6,12m,1.063,41.52,39.07,1.07,1.517
15,10,40,35,0.4,6m-1m,1.063,45.25,42.58,1.116,1.61
0,20,25,55,0.8,12m,1.063,41.88,39.4,1.061,1.466
5,15,50,30,0.4,12m-1m,1.063,49.75,46.81,1.164,1.815
0,5,65,30,0.3,6m,1.063,49.58,46.63,1.165,1.824
0,0,55,45,0.8,6m,1.062,51.33,48.32,1.193,1.802
10,5,25,60,0.7,12m-1m,1.062,42.09,39.62,1.09,1.536
0,25,25,50,0.5,12m,1.062,41.99,39.55,1.073,1.588
5,10,50,35,0.4,12m,1.062,60.27,56.78,1.321,2.056
0,25,20,55,0.5,12m,1.062,42.21,39.76,1.073,1.538
15,25,15,45,0.3,12m,1.062,41.14,38.73,1.078,1.559
20,25,15,40,0.6,6m,1.062,48.29,45.48,1.189,1.688
0,20,45,35,0.6,12m-1m,1.062,48.13,45.3,1.142,1.761
20,10,35,35,1.0,12m-1m,1.062,41.91,39.47,1.063,1.561
0,20,40,40,1.0,6m-1m,1.062,48.38,45.54,1.159,1.672
20,25,15,40,0.3,6m,1.062,38.93,36.66,1.048,1.505
10,10,40,40,0.9,12m-1m,1.061,43.2,40.71,1.078,1.597
5,35,10,50,0.6,12m-1m,1.061,37.37,35.21,1.021,1.508
25,0,55,20,0.4,6m,1.061,47.94,45.18,1.176,1.757
5,35,5,55,0.6,6m,1.061,39.75,37.47,1.068,1.516
20,5,15,60,1.0,6m-1m,1.061,41.32,38.94,1.093,1.471
5,30,10,55,0.8,12m,1.061,43.08,40.62,1.116,1.598
25,15,10,50,0.4,6m,1.061,44.34,41.8,1.124,1.548
15,20,25,40,0.5,12m,1.061,43.23,40.73,1.102,1.588
15,30,10,45,0.6,6m,1.061,40.74,38.41,1.078,1.571
15,15,15,55,0.3,6m,1.061,49.85,46.97,1.201,1.67
10,5,25,60,0.8,12m,1.061,46.23,43.57,1.142,1.617
25,15,30,30,0.4,6m,1.061,39.66,37.4,1.044,1.507
0,5,60,35,0.8,6m,1.061,52.8,49.78,1.215,1.816
5,0,35,60,0.5,12m-1m,1.061,43.97,41.46,1.106,1.542
5,5,35,55,0.9,12m,1.061,47.62,44.9,1.145,1.599
15,25,10,50,0.8,6m-1m,1.061,41.72,39.33,1.094,1.566
20,5,30,45,0.3,6m,1.061,42.43,39.97,1.066,1.505
0,20,35,45,0.8,12m-1m,1.061,45.98,43.35,1.106,1.65
10,20,15,55,0.3,12m-1m,1.06,36.17,34.14,0.997,1.38
15,25,20,40,0.9,6m,1.06,47.89,45.17,1.167,1.625
0,35,15,50,1.0,12m-1m,1.06,41.41,39.06,1.068,1.636
10,15,20,55,0.3,12m,1.06,44.36,41.84,1.114,1.559
10,0,60,30,0.6,12m,1.06,55.48,52.33,1.255,1.92
15,25,10,50,0.5,12m-1m,1.06,32.67,30.83,0.949,1.299
5,30,15,50,0.4,6m,1.06,40.22,37.95,1.059,1.571
25,0,40,35,0.4,12m-1m,1.06,40.38,38.09,1.044,1.502
5,25,30,40,0.3,6m,1.06,50.73,47.85,1.189,1.747
